Ref,Val,Package,PosX,PosY,Rot,Side
"U12","TPS63700DRCR","VREG_V62_16624-01YE",87.053102,-66.846934,0.000000,bottom
"U14","LDL212PU50R","DFN_2PU50R_STM",82.390143,-78.846534,180.000000,bottom
"U15","AZ1117CH2-3.3","SOT-223-3_TabPin2",74.900000,-85.700000,180.000000,bottom
"U16","AZ1117CH2-3.3","SOT-223-3_TabPin2",87.803102,-53.156934,0.000000,bottom
"U18","BZX84C3V3TS-7-F","SOT-363_DIO",106.549999,-98.350001,180.000000,bottom
"U19","BZX84C3V3TS-7-F","SOT-363_DIO",106.549999,-101.100001,180.000000,bottom
"C1","10uF 0805","C_0603_1608Metric",113.600000,-76.200000,45.000000,top
"C14","32pF 0805","C_0603_1608Metric",128.500000,-99.250000,0.000000,top
"C15","32pF 0805","C_0603_1608Metric",122.400000,-95.250000,90.000000,top
"C30","100nF 0805","C_0603_1608Metric",152.350000,-95.500000,0.000000,top
"C49","100nF","C_0603_1608Metric",99.450000,-96.085000,180.000000,top
"C50","220nF","C_0603_1608Metric",100.550000,-89.525000,180.000000,top
"C51","220nF","C_0603_1608Metric",106.375000,-108.525000,-90.000000,top
"C52","100nF","C_0603_1608Metric",99.350000,-102.025000,180.000000,top
"C54","100nF","C_0603_1608Metric",97.200000,-93.835000,-90.000000,top
"C55","100nF","C_0603_1608Metric",98.250000,-88.700000,-90.000000,top
"C56","100nF","C_0603_1608Metric",104.175000,-110.825000,0.000000,top
"C58","100nF","C_0603_1608Metric",97.100000,-101.275000,-90.000000,top
"C83","100nF 0805","C_0603_1608Metric",89.100000,-102.750000,0.000000,top
"C84","100nF 0805","C_0603_1608Metric",136.575000,-102.950000,180.000000,top
"C85","100nF 0805","C_0603_1608Metric",137.440919,-92.465548,-155.000000,top
"C86","100nF 0805","C_0603_1608Metric",88.297611,-91.900000,-25.000000,top
"C111","100nF 0805","C_0603_1608Metric",124.275000,-117.500000,0.000000,top
"C114","100nF","C_0603_1608Metric",80.500000,-132.700000,0.000000,top
"C116","100nF","C_0603_1608Metric",86.250000,-126.200000,90.000000,top
"C117","100nF","C_0603_1608Metric",152.250000,-118.000000,0.000000,top
"D1","LED 0805","LED_0805_2012Metric",121.675000,-105.750000,-90.000000,top
"D11","ESD8104MUTAG","DIO_ESD8104MUTAG",132.800000,-65.000000,0.000000,top
"D12","ESD8104MUTAG","DIO_ESD8104MUTAG",93.000000,-64.400000,180.000000,top
"F1","0154001.DR","FUSE_0154001.DR",65.250000,-66.000000,-90.000000,top
"J1","Conn_01x02_Pin","PinHeader_1x02_P2.54mm_Vertical",155.565000,-125.385000,-90.000000,top
"J2","Conn_01x02_Pin","PinHeader_1x02_P2.54mm_Vertical",155.565000,-129.975000,-90.000000,top
"J11","Logger Connector","PinHeader_1x03_P2.54mm_Vertical",73.000000,-131.265000,180.000000,top
"J12","UART Connector","PinHeader_1x03_P2.54mm_Vertical",89.000000,-131.755000,180.000000,top
"J13","External UART","PinHeader_1x3_P2.5mm_Drill1.1mm",69.500000,-107.000000,-90.000000,top
"J14","External I2C","PinHeader_1x3_P2.5mm_Drill1.1mm",150.500000,-89.500000,90.000000,top
"J15","JTAG Header","PinHeader_1x07_P2.54mm_Vertical",155.800000,-102.960000,0.000000,top
"J16","Conn_02x04_Odd_Even","PinHeader_2x04_P2.54mm_Vertical",98.500000,-68.540000,180.000000,top
"J17","Input Power","TerminalBlock_MaiXu_MX126-5.0-02P_1x02_P5.00mm",64.750000,-56.450000,90.000000,top
"J28","Conn_02x04_Odd_Even","PinHeader_2x04_P2.54mm_Vertical",126.960000,-61.380000,0.000000,top
"J301","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",79.248000,-39.370000,0.000000,top
"J302","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",88.750000,-39.460000,0.000000,top
"J303","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",97.840800,-39.370000,0.000000,top
"J304","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",107.188000,-39.370000,0.000000,top
"J305","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",116.710000,-39.370000,0.000000,top
"J306","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",135.000000,-39.540500,180.000000,top
"J307","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",125.750000,-39.540500,180.000000,top
"J308","5-1814400-1","RF_SMA_RightAngle_5-1814400-1",144.250000,-39.370000,0.000000,top
"R1","25R 0805 -/+25ppm","R_0603_1608Metric",125.425000,-99.250000,0.000000,top
"R3","10k 0805","R_0603_1608Metric",150.575000,-93.265000,0.000000,top
"R4","1K 0805","R_0603_1608Metric",120.750000,-83.750000,90.000000,top
"R5","1K 0805","R_0603_1608Metric",114.750000,-83.750000,90.000000,top
"R6","1K 0805","R_0603_1608Metric",119.750000,-80.750000,90.000000,top
"R7","1K 0805","R_0603_1608Metric",118.750000,-83.750000,90.000000,top
"R8","1K 0805","R_0603_1608Metric",115.750000,-80.750000,90.000000,top
"R9","1K 0805","R_0603_1608Metric",116.750000,-83.750000,90.000000,top
"R10","1K 0805","R_0603_1608Metric",117.750000,-80.750000,90.000000,top
"R11","1K 0805","R_0603_1608Metric",121.750000,-80.750000,90.000000,top
"R12","1K 0805","R_0603_1608Metric",104.000000,-80.750000,90.000000,top
"R13","1K 0805","R_0603_1608Metric",105.000000,-83.750000,90.000000,top
"R14","1K 0805","R_0603_1608Metric",106.000000,-80.750000,90.000000,top
"R15","1K 0805","R_0603_1608Metric",107.000000,-83.750000,90.000000,top
"R16","1K 0805","R_0603_1608Metric",108.000000,-80.750000,90.000000,top
"R17","1K 0805","R_0603_1608Metric",109.000000,-83.750000,90.000000,top
"R18","1K 0805","R_0603_1608Metric",110.000000,-80.750000,90.000000,top
"R19","1K 0805","R_0603_1608Metric",111.000000,-83.750000,90.000000,top
"R20","2.2k 0805","R_0603_1608Metric",153.000000,-110.960000,90.000000,top
"R21","10k 0805","R_0603_1608Metric",153.000000,-107.175000,-90.000000,top
"R22","10k 0805","R_0603_1608Metric",153.000000,-114.210000,-90.000000,top
"R23","10k","R_0603_1608Metric",151.325000,-122.250000,180.000000,top
"R24","10k","R_0603_1608Metric",151.000000,-133.250000,180.000000,top
"R25","1k 0805","R_0603_1608Metric",118.500000,-116.000000,0.000000,top
"R26","1k 0805","R_0603_1608Metric",121.500000,-116.000000,180.000000,top
"R27","1k 0805","R_0603_1608Metric",86.250000,-129.200000,-90.000000,top
"R28","1k 0805","R_0603_1608Metric",86.250000,-132.375000,90.000000,top
"R29","1k 0805","R_0603_1608Metric",74.235000,-108.675000,-90.000000,top
"R30","1k 0805","R_0603_1608Metric",74.235000,-112.925000,90.000000,top
"R31","1K 0805","R_0603_1608Metric",119.000000,-106.250000,180.000000,top
"R36","500R 0805","R_0603_1608Metric",79.700000,-119.000000,90.000000,top
"R37","500R 0805","R_0603_1608Metric",76.500000,-118.950000,90.000000,top
"R42","500R 0805","R_0603_1608Metric",138.075000,-122.300000,180.000000,top
"R43","500R 0805","R_0603_1608Metric",138.100000,-120.100000,180.000000,top
"R48","1k 0805","R_0603_1608Metric",109.000000,-75.000000,90.000000,top
"R51","2.7k","R_0603_1608Metric",81.475000,-106.400000,180.000000,top
"R52","2.7k","R_0603_1608Metric",81.475000,-107.900000,180.000000,top
"R53","3.9k","R_0603_1608Metric",83.725000,-105.650000,90.000000,top
"R54","3.9k","R_0603_1608Metric",83.725000,-108.650000,90.000000,top
"R55","2.7k","R_0603_1608Metric",80.900000,-113.000000,180.000000,top
"R56","2.7k","R_0603_1608Metric",81.475000,-114.600000,180.000000,top
"R57","3.9k","R_0603_1608Metric",83.725000,-112.100000,-90.000000,top
"R58","3.9k","R_0603_1608Metric",83.725000,-115.400000,90.000000,top
"R59","2.7k","R_0603_1608Metric",96.725000,-105.500000,0.000000,top
"R60","2.7k","R_0603_1608Metric",97.250000,-107.500000,0.000000,top
"R61","3.9k","R_0603_1608Metric",95.000000,-108.250000,90.000000,top
"R62","2.7k","R_0603_1608Metric",97.700000,-111.500000,0.000000,top
"R63","2.7k","R_0603_1608Metric",96.725000,-114.700000,0.000000,top
"R64","3.9k","R_0603_1608Metric",95.400000,-112.000000,-90.000000,top
"R65","3.9k","R_0603_1608Metric",94.475000,-104.700000,90.000000,top
"R66","3.9k","R_0603_1608Metric",94.475000,-115.500000,90.000000,top
"R67","2.7k","R_0603_1608Metric",129.200000,-106.025000,180.000000,top
"R68","2.7k","R_0603_1608Metric",129.200000,-107.525000,180.000000,top
"R69","3.9k","R_0603_1608Metric",129.500000,-109.000000,0.000000,top
"R70","2.7k","R_0603_1608Metric",128.600000,-112.000000,180.000000,top
"R71","2.7k","R_0603_1608Metric",129.000000,-113.600000,180.000000,top
"R72","3.9k","R_0603_1608Metric",129.500000,-110.500000,0.000000,top
"R73","3.9k","R_0603_1608Metric",131.450000,-105.275000,90.000000,top
"R74","3.9k","R_0603_1608Metric",131.500000,-114.500000,90.000000,top
"R75","3.9k","R_0603_1608Metric",142.200000,-114.500000,90.000000,top
"R76","3.9k","R_0603_1608Metric",141.950000,-104.425000,90.000000,top
"R77","3.9k","R_0603_1608Metric",141.950000,-111.275000,-90.000000,top
"R78","2.7k","R_0603_1608Metric",144.800000,-111.500000,0.000000,top
"R79","2.7k","R_0603_1608Metric",144.500000,-113.500000,0.000000,top
"R80","3.9k","R_0603_1608Metric",141.950000,-108.275000,90.000000,top
"R81","2.7k","R_0603_1608Metric",144.200000,-105.200000,0.000000,top
"R82","2.7k","R_0603_1608Metric",144.200000,-107.525000,0.000000,top
"R83","1k","R_0603_1608Metric",86.750000,-80.750000,65.000000,top
"R84","220R","R_0603_1608Metric",85.252296,-90.401340,-25.000000,top
"R85","1k","R_0603_1608Metric",97.250000,-85.750000,65.000000,top
"R86","220R","R_0603_1608Metric",91.002296,-93.151340,155.000000,top
"R87","1k","R_0603_1608Metric",91.500000,-78.750000,65.000000,top
"R88","1k","R_0603_1608Metric",96.000000,-80.750000,65.000000,top
"R89","220R","R_0603_1608Metric",89.750000,-81.000000,-25.000000,top
"R90","220R","R_0603_1608Metric",95.500000,-83.500000,155.000000,top
"R91","1k","R_0603_1608Metric",128.190919,-85.715548,115.000000,top
"R92","1k","R_0603_1608Metric",138.940919,-80.715548,115.000000,top
"R93","220R","R_0603_1608Metric",134.690919,-93.715548,25.000000,top
"R94","220R","R_0603_1608Metric",140.440919,-90.965548,-155.000000,top
"R95","220R","R_0603_1608Metric",129.940919,-83.715548,25.000000,top
"R96","220R","R_0603_1608Metric",135.940919,-80.965548,-155.000000,top
"R97","1k","R_0603_1608Metric",129.440919,-80.965548,115.000000,top
"R98","1k","R_0603_1608Metric",134.190919,-78.965548,115.000000,top
"R99","3.5k","R_0603_1608Metric",100.250000,-108.500000,-90.000000,top
"R100","3.5k","R_0603_1608Metric",78.200000,-119.000000,90.000000,top
"R101","1k 0805","R_0603_1608Metric",155.750000,-81.250000,-90.000000,top
"R102","1k 0805","R_0603_1608Metric",155.750000,-90.675000,90.000000,top
"R103","3.5k","R_0603_1608Metric",138.075000,-123.800000,180.000000,top
"R104","3.5k","R_0603_1608Metric",147.250000,-110.750000,90.000000,top
"R120","90R 0805","R_0603_1608Metric",85.225000,-104.150000,90.000000,top
"R121","90R 0805","R_0603_1608Metric",92.975000,-104.150000,-90.000000,top
"R122","90R 0805","R_0603_1608Metric",92.975000,-116.150000,90.000000,top
"R123","90R 0805","R_0603_1608Metric",81.425000,-116.400000,180.000000,top
"R124","90R 0805","R_0603_1608Metric",129.200000,-104.450000,180.000000,top
"R125","90R 0805","R_0603_1608Metric",144.200000,-103.600000,180.000000,top
"R126","90R 0805","R_0603_1608Metric",129.000000,-115.250000,180.000000,top
"R127","90R 0805","R_0603_1608Metric",142.750000,-117.500000,90.000000,top
"R141","500R","R_0603_1608Metric",99.525000,-94.595000,180.000000,top
"R142","3k","R_0603_1608Metric",99.450000,-93.085000,0.000000,top
"R143","330R","R_0603_1608Metric",100.550000,-87.835000,180.000000,top
"R144","500R","R_0603_1608Metric",100.550000,-91.000000,0.000000,top
"R145","330R","R_0603_1608Metric",103.375000,-108.525000,-90.000000,top
"R146","500R","R_0603_1608Metric",104.875000,-108.525000,90.000000,top
"R147","2.7k","R_0603_1608Metric",99.350000,-100.525000,180.000000,top
"R148","2k","R_0603_1608Metric",99.350000,-103.525000,0.000000,top
"SW1","XRSn_button","SW_Push_SPST_NO_Alps_SKRK",153.500000,-98.250000,0.000000,top
"TP1","RCT-0C","PROBE_PAD_0805",84.500000,-79.250000,0.000000,top
"TP2","RCT-0C","PROBE_PAD_0805",149.750000,-112.000000,90.000000,top
"TP3","RCT-0C","PROBE_PAD_0805",76.000000,-109.500000,90.000000,top
"TP4","RCT-0C","PROBE_PAD_0805",139.500000,-103.500000,0.000000,top
"TP8","RCT-0C","PROBE_PAD_0805",141.250000,-79.000000,0.000000,top
"TP23","RCT-0C","PROBE_PAD_0805",82.250000,-118.250000,0.000000,top
"TP32","RCT-0C","PROBE_PAD_0805",100.500000,-112.000000,90.000000,top
"TP36","RCT-0C","PROBE_PAD_0805",97.250000,-116.500000,0.000000,top
"TP40","RCT-0C","PROBE_PAD_0805",149.000000,-107.500000,0.000000,top
"TP44","RCT-0C","PROBE_PAD_0805",149.000000,-105.500000,0.000000,top
"TP45","RCT-0C","PROBE_PAD_0805",79.000000,-110.900000,90.000000,top
"TP52","RCT-0C","PROBE_PAD_0805",149.400000,-109.500000,0.000000,top
"TP54","RCT-0C","PROBE_PAD_0805",79.750000,-92.500000,0.000000,top
"TP60","RCT-0C","PROBE_PAD_0805",147.000000,-93.250000,0.000000,top
"TP73","RCT-0C","PROBE_PAD_0805",79.250000,-66.250000,90.000000,top
"TP74","RCT-0C","PROBE_PAD_0805",79.500000,-70.000000,90.000000,top
"TP75","RCT-0C","PROBE_PAD_0805",83.500000,-62.250000,90.000000,top
"TP76","RCT-0C","PROBE_PAD_0805",97.500000,-58.000000,0.000000,top
"TP77","RCT-0C","PROBE_PAD_0805",87.750000,-75.750000,0.000000,top
"TP78","RCT-0C","PROBE_PAD_0805",88.250000,-52.000000,90.000000,top
"TP79","RCT-0C","PROBE_PAD_0805",72.500000,-90.000000,90.000000,top
"U2","DSC1001DI2-125.0000T","CDFN4_2P5X2_MCH",112.000000,-74.500000,135.000000,top
"U3","MAX14808ETK_","QFN50P1000X1000X80-69N",112.330000,-64.240000,90.000000,top
"U5","F280025PNS","PQFP_025PNSR_TEX",112.997352,-97.384433,0.000000,top
"U8","TLV9354IDR","SOIC_9354IDR_TEX",89.193652,-110.205000,0.000000,top
"U9","TLV9354IDR","SOIC_9354IDR_TEX",136.671348,-109.735000,0.000000,top
"U10","TLV9354IDR","SOIC_9354IDR_TEX",90.310000,-86.871348,65.000000,top
"U11","TLV9354IDR","SOIC_9354IDR_TEX",135.250919,-87.246896,115.000000,top
"U13","M24M01E-FMN6TP","SO8N_4X5X1P27_STM",120.500000,-120.825000,0.000000,top
"U17","TRS3221EIPWR","SOP65P640X120-16N",81.250000,-128.950000,0.000000,top
"U20","BZX84C3V3TS-7-F","SOT-363_DIO",108.750000,-108.349999,90.000000,top
"U22","ESD7C3.3DT5G","SOT_C3.3DT5G_ONS",70.017400,-129.800050,90.000000,top
"U23","ESD7C3.3DT5G","SOT_C3.3DT5G_ONS",92.000000,-130.600000,-90.000000,top
"Y2","H130B-16.000-18-3030-EXT-TR","H130B16000183030EXTTR",126.000000,-94.650000,90.000000,top
